filename,category,confidence,page_type,timestamp,error,width,height,aspect_ratio
NL-HaNA_1.04.02_3983_0001-groot.jpg,error,0.0,single_page,2025-09-11T12:06:06.329626,,,,
NL-HaNA_1.04.02_3983_0002-groot.jpg,error,0.0,single_page,2025-09-11T12:06:06.435618,,,,
NL-HaNA_1.04.02_3983_0003-groot.jpg,error,0.0,single_page,2025-09-11T12:06:06.586679,,,,
NL-HaNA_1.04.02_3983_0004-groot.jpg,error,0.0,single_page,2025-09-11T12:06:06.695628,,,,
NL-HaNA_1.04.02_3983_0005-groot.jpg,error,0.0,single_page,2025-09-11T12:06:06.839712,,,,
NL-HaNA_1.04.02_3983_0006-groot.jpg,error,0.0,single_page,2025-09-11T12:06:06.971600,,,,
NL-HaNA_1.04.02_3983_0007-groot.jpg,error,0.0,single_page,2025-09-11T12:06:07.111679,,,,
NL-HaNA_1.04.02_3983_0008-groot.jpg,error,0.0,single_page,2025-09-11T12:06:07.243713,,,,
NL-HaNA_1.04.02_3983_0009-groot.jpg,error,0.0,single_page,2025-09-11T12:06:07.369089,,,,
NL-HaNA_1.04.02_3983_0010-groot.jpg,error,0.0,single_page,2025-09-11T12:06:07.490083,,,,
NL-HaNA_1.04.02_3983_0011-groot.jpg,error,0.0,single_page,2025-09-11T12:06:07.612793,,,,
NL-HaNA_1.04.02_3983_0012-groot.jpg,error,0.0,single_page,2025-09-11T12:06:07.732992,,,,
NL-HaNA_1.04.02_3983_0013-groot.jpg,error,0.0,single_page,2025-09-11T12:06:07.869786,,,,
NL-HaNA_1.04.02_3983_0014-groot.jpg,error,0.0,single_page,2025-09-11T12:06:07.993898,,,,
NL-HaNA_1.04.02_3983_0015-groot.jpg,error,0.0,single_page,2025-09-11T12:06:08.124988,,,,
NL-HaNA_1.04.02_3983_0016-groot.jpg,error,0.0,single_page,2025-09-11T12:06:08.244076,,,,
